CustomerID,Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
1283,47,Female,1,54007.7348973197,1,1,1,98075.71856816654,1
1284,49,Female,1,75516.01698223408,1,1,0,125662.63026939846,1
1285,32,Female,4,40213.82310762831,2,1,0,23863.767735502188,1
1286,26,Female,3,61175.404540726086,1,1,1,91367.76980158249,1
1287,21,Female,6,89706.68339657522,2,0,0,36976.535966618816,1
1288,45,Female,5,74678.24961507918,2,0,0,92792.03066597822,1
1289,28,Male,3,27582.188485990195,2,1,0,99104.80559360851,1
1290,18,Male,3,38418.15402755327,3,1,1,132095.14855870476,0
1291,43,Female,2,90676.81173211962,2,0,0,154120.99089059568,1
1292,64,Male,2,38487.697762565556,1,0,0,88809.29231081594,1
1293,39,Male,1,81968.55535383472,1,1,0,30143.9742100094,1
1294,48,Female,0,41366.48675280502,1,1,1,98387.98080384462,1
1295,40,Female,6,46020.741560800314,2,1,0,28312.255019399396,1
1296,39,Male,1,31643.035348683024,4,1,0,22958.0406692167,1
1297,49,Female,4,35056.34956534987,1,1,0,73725.02653155303,1
1298,37,Female,4,46091.76294403816,3,1,0,32391.783149748866,1
1299,42,Female,1,53690.86780322027,4,1,0,54324.998007610986,1
1300,43,Female,5,41948.436764293365,4,1,1,120839.23372399852,1
1301,33,Female,2,64004.69409781281,2,1,0,72667.51356384628,1
1302,49,Female,4,41993.55083943177,1,1,0,133858.82992897416,1
1303,38,Male,1,8716.392916663579,1,0,0,131311.56599711996,1
1304,32,Female,3,45849.84606766158,2,0,1,107273.35531441525,1
1305,45,Female,8,40532.35197219826,2,1,0,81532.55623237471,0
1306,31,Female,4,79747.53962478369,1,1,0,112961.00067574064,1
1307,40,Female,0,67917.57458696354,2,1,0,172232.01472024212,1
1308,39,Male,4,69866.85558642936,1,1,1,115932.88542619991,1
1309,50,Female,6,64052.72099280773,2,1,0,96320.19668844536,1
1310,44,Male,2,58783.35469558289,3,1,0,97254.99822744701,1
1311,39,Male,4,58721.56420378542,1,1,0,104337.23860518362,1
1312,48,Male,1,68459.51042626365,2,1,0,104181.03890763572,1
1313,53,Male,1,61601.61412631259,2,1,0,114455.33692552318,1
1314,45,Female,2,39459.93739414383,1,1,0,37013.33237384932,1
1315,40,Male,2,21694.585264582143,1,1,0,150678.9435960898,1
1316,26,Male,4,12267.617591541813,2,0,0,98115.87251832995,1
1317,29,Female,3,33012.95756272069,1,1,0,146113.02781310226,1
1318,36,Male,1,35280.64547502161,4,0,0,20000.0,1
1319,33,Male,5,48102.03258845134,3,1,0,26163.904756960488,1
1320,38,Male,6,47535.38306664509,1,0,1,146539.00632765336,1
1321,40,Male,3,84763.56954193994,1,1,1,99783.24808340413,1
1322,45,Male,3,61230.59795958574,2,1,1,78799.48187003593,0
1323,39,Male,3,35084.21316873816,2,1,0,76661.79317913808,1
1324,44,Female,5,77429.65341012794,1,1,1,99657.80124759917,1
1325,40,Male,2,45401.01086481077,1,1,0,192225.67646530617,1
1326,20,Male,3,61330.31711928605,2,0,1,20000.0,1
1327,30,Female,4,59366.63438232757,3,1,1,54825.350753171704,1
1328,38,Male,3,50808.28835208565,1,1,0,58051.244297028745,1
1329,27,Female,3,78281.47058768313,2,1,1,149587.37977974658,1
1330,45,Male,3,38316.45407027433,3,0,0,155041.34137496055,1
1331,55,Male,0,52572.767456017464,1,1,0,92553.20222946414,1
1332,52,Female,0,31962.935111566116,1,1,0,131614.1248741762,1
1333,37,Male,3,57009.220087166774,3,1,0,77502.89742753649,1
1334,54,Male,6,58150.09795666687,1,1,0,151403.21815253477,1
1335,41,Female,6,51716.85310629,1,1,0,116643.37168620981,1
1336,36,Male,2,51360.72335101426,2,1,0,88942.53888810221,1
1337,33,Female,5,46502.498593346856,1,1,1,20000.0,1
1338,36,Female,2,57532.75887911729,2,1,0,85502.06660732649,1
1339,36,Male,3,62364.98382699194,1,1,1,85095.46774263684,1
1340,41,Female,0,25767.786219178543,2,1,0,98492.81441031191,1
1341,41,Female,2,44450.54452368391,1,0,0,103663.17128928693,1
1342,40,Female,4,42763.471377963666,4,0,0,84292.23898721782,1
1343,44,Female,3,63223.03456050781,2,0,0,81174.28369516843,1
1344,51,Female,6,74169.18454126579,2,0,0,137119.22912448802,1
1345,49,Male,4,58552.29372821459,1,0,0,35854.295437213885,1
1346,25,Female,4,52862.89396494162,4,1,0,62728.56557926736,0
1347,18,Male,5,34629.68304235044,1,1,1,82036.43569011446,1
1348,49,Male,5,87235.65401322022,1,1,0,63051.16853420852,1
1349,26,Female,0,31551.11365317149,1,1,0,117179.81785642602,1
1350,37,Male,4,24897.757417166034,3,1,0,62939.14385165291,1
1351,28,Female,2,64390.09940267423,2,1,1,80192.00932595128,0
1352,21,Male,3,39769.58933639937,4,0,0,133095.8227137915,1
1353,45,Female,5,65290.71958650702,1,0,1,131344.98481210787,1
1354,47,Male,2,78642.77484230112,2,1,0,93247.88493155983,1
1355,34,Male,3,44652.14975504723,2,0,0,96836.70038984019,1
1356,18,Male,2,59118.95898013,2,1,0,72841.53090140095,1
1357,34,Female,6,41075.247682201414,2,1,0,137577.84751690878,1
1358,43,Male,1,51479.311890011035,2,1,0,100535.5911211114,1
1359,25,Female,2,47440.08345357112,3,1,0,125303.26833492127,1
1360,41,Male,3,69201.02191017763,2,0,0,104194.49907538938,1
1361,39,Male,4,39095.746022158986,3,1,1,97200.29936477722,0
1362,45,Male,1,36525.52490830787,2,1,0,20000.0,1
1363,41,Male,2,46054.09981704295,3,1,0,54092.56366046416,1
1364,30,Female,2,63259.386752179285,2,1,0,86319.17219592059,0
1365,51,Female,2,34017.23557208143,2,1,0,29036.239574906474,1
1366,38,Male,3,26339.272823865078,1,1,1,67690.03415515697,1
1367,39,Female,3,73500.1064715741,3,0,0,107885.41993739875,1
1368,30,Female,0,5544.275051173827,1,1,0,42483.686071046635,1
1369,35,Male,5,23960.037143762824,1,1,1,133512.0206598629,1
1370,31,Male,4,93319.90271673034,2,0,0,171784.31082473352,1
1371,38,Female,4,14963.688456077893,2,1,0,104460.70355802876,1
1372,57,Male,0,41247.28012106997,2,0,0,81685.65551803383,1
1373,26,Male,3,37023.66439592255,2,1,0,130452.7919017365,1
1374,23,Male,4,4119.072235222542,2,1,1,124140.10476487238,1
1375,54,Female,2,29933.111179041738,3,1,1,76178.3759567462,1
1376,37,Male,1,55302.700724313705,2,0,0,77793.28623052927,1
1377,33,Male,2,65096.24186098776,3,1,0,81482.9431957487,0
1378,50,Male,4,72068.92112956017,1,1,0,138589.00657379633,1
1379,33,Male,3,42526.38288631098,1,1,0,62613.29011972407,1
1380,58,Male,2,13008.4143606625,2,0,0,117095.25428870064,1
1381,46,Female,2,51035.19697655007,1,1,1,100773.06098377134,1
1382,35,Male,3,77489.83734893026,3,1,0,119177.72504618707,1
1383,61,Female,2,80517.5565548264,2,1,1,77620.12651078291,1
1384,33,Male,3,69648.9277467551,2,1,1,83747.44129583202,1
1385,47,Female,1,22738.097071394935,1,1,1,126136.98196289956,1
1386,42,Female,5,46109.00311367825,2,1,0,45362.2249112313,1
1387,53,Male,1,54599.341808127545,2,1,0,62442.96796955199,1
1388,55,Female,3,57843.128685613294,1,0,0,20000.0,1
1389,40,Male,3,14428.501582601762,3,1,0,157968.68142246472,1
1390,32,Female,2,91124.29901597931,2,0,1,94920.42662970837,0
1391,44,Male,2,76390.51016507446,1,1,0,92168.78650577017,1
1392,33,Female,3,49945.481960920726,1,1,0,129354.47027425902,1
1393,60,Female,4,52555.556923243596,1,1,0,85470.83314391233,1
1394,41,Female,3,40007.15649833734,1,1,1,69352.59510473978,0
1395,36,Female,0,74720.8044142687,1,1,0,97842.29091753848,1
1396,41,Male,2,26854.63217009239,1,0,0,136047.2486932677,1
1397,26,Female,1,52272.209482043494,2,1,0,97454.60718812846,1
1398,30,Female,1,33252.87768112395,4,1,0,104193.0644237961,1
1399,52,Female,3,49647.08747251525,1,1,1,76737.15366941241,1
1400,33,Male,2,73379.95741528015,1,1,0,95196.31815152874,1
1401,29,Female,2,37138.19219381544,1,1,0,146028.83881927762,1
1402,45,Male,3,53621.32213761308,1,1,1,60817.191321445534,0
1403,51,Female,2,47445.394191349355,1,1,0,78713.54801685554,1
1404,47,Male,3,35311.41789774942,1,0,0,166072.85182764294,1
1405,49,Male,3,37648.14230463514,1,1,0,105001.39707847605,1
1406,32,Female,2,37869.972596784144,1,0,1,40034.27950759746,0
1407,25,Male,4,13894.760884806594,2,1,0,185057.1236491504,1
1408,55,Female,2,46866.4976239579,1,1,0,59518.16794728929,1
1409,36,Female,3,51556.54407739615,1,1,0,20000.0,1
1410,37,Male,2,19685.07886045164,3,1,1,75155.82153763784,0
1411,53,Male,2,40939.335018175734,2,0,0,56520.13497291308,1
1412,45,Female,2,45486.36346212896,1,0,1,128734.92863657062,1
1413,44,Male,3,66163.81690781777,1,1,0,155698.76583791967,1
1414,61,Female,3,84503.31943976505,1,1,1,97602.43299794401,1
1415,33,Female,3,57868.78497758393,3,0,0,117675.73929750516,1
1416,49,Male,2,22457.29483084504,4,0,1,103950.66531863448,1
1417,40,Male,3,31507.497511067057,1,1,1,151685.27554419165,1
1418,42,Male,1,51469.49942816468,1,1,0,88371.19525062274,1
1419,55,Female,4,40950.31168842963,3,1,0,37032.13254839258,1
1420,45,Male,4,49200.01133355567,1,0,0,92936.6186289768,1
1421,45,Male,2,66565.50241597724,1,1,0,20000.0,1
1422,50,Female,1,46568.95755341691,1,1,0,71007.97331938398,1
1423,36,Female,3,98935.57311235138,2,1,0,69679.92389578153,0
1424,31,Male,3,18444.35912776301,1,0,1,48879.05128505165,1
1425,29,Male,2,60778.79749733263,1,1,0,141067.90002953995,1
1426,20,Female,4,16634.586195774464,2,1,0,87666.0553131152,1
1427,60,Female,4,32945.7085338825,2,1,1,119129.60014496472,1
1428,28,Female,2,66829.70636444498,4,1,0,91337.70921916433,1
1429,37,Female,4,8776.95963803948,1,1,1,108007.7997940933,1
1430,37,Female,3,55941.87646459013,3,1,0,59414.40226143251,1
1431,43,Female,1,25125.132367805774,1,1,1,97655.5300963922,1
1432,48,Female,4,48602.02439904225,1,0,1,161230.7178809349,0
1433,48,Female,0,37402.67037439397,1,0,0,49759.070360612015,1
1434,34,Female,5,50281.591655489916,2,1,0,174326.06450199988,1
1435,38,Male,1,57950.39401101338,3,0,0,153811.69713846408,1
1436,42,Male,4,71174.37136693046,1,0,1,88404.55127808187,0
1437,37,Female,2,52781.13296068846,3,0,0,125245.30408637499,1
1438,56,Male,1,62311.44108570967,2,1,1,113324.51354912115,0
1439,44,Female,5,48652.47401181816,1,1,1,53137.262191636364,1
1440,47,Male,3,23146.717095729826,1,1,0,110637.91503088639,1
1441,46,Female,2,27215.462177497542,1,0,1,96964.98718384051,1
1442,51,Male,2,79834.7024549405,2,1,0,76262.70475722017,1
1443,41,Female,7,25587.187069714957,2,0,0,132188.17758434286,0
1444,27,Female,4,53810.504057679966,1,0,0,70074.23116066998,1
1445,43,Male,2,53489.78618539889,1,1,0,76524.37122484081,1
1446,33,Female,0,52361.497651082514,1,1,0,46765.07032846732,1
1447,34,Male,2,70455.49089147657,2,1,0,82275.15500139975,1
1448,45,Male,1,37090.40144446585,1,1,0,162904.5974423441,1
1449,52,Male,2,45768.06941936609,3,1,1,69815.21507558714,1
1450,40,Male,3,43182.436571190585,1,1,0,135646.1807228739,1
1451,43,Female,3,4675.651964901277,2,0,1,92766.90824214878,0
1452,57,Male,3,34785.89114602817,1,1,1,104271.3946212164,1
1453,42,Female,4,71312.09596919378,1,1,1,29703.14918501831,1
1454,66,Male,1,90477.51673514958,1,1,0,136521.3577836969,1
1455,45,Female,4,69009.88878806279,2,0,0,78741.12531599385,1
1456,22,Male,4,57770.24514920327,1,0,0,104923.69595646343,1
1457,47,Female,2,22492.824193989505,1,0,1,114330.01885754241,0
1458,43,Female,4,53707.3626467987,1,1,1,125511.26880898036,1
1459,52,Female,6,51974.587361238395,1,1,1,83857.78075207397,1
1460,46,Male,6,96822.9575492999,3,0,1,20000.0,1
1461,38,Female,2,15064.283863124467,1,1,1,156290.43201559375,1
1462,27,Male,2,24980.50981465504,4,1,1,160306.5819918261,1
1463,37,Male,0,74238.76884904435,2,0,1,59730.341997154486,0
1464,31,Male,3,80890.10703347661,3,1,1,116307.09387732412,1
1465,34,Male,1,56625.12776972235,1,1,0,92115.42870607413,1
1466,45,Male,5,42700.0029905522,1,1,0,157397.3912925114,1
1467,56,Female,5,61460.58605025969,1,1,0,88764.97762692948,1
1468,43,Male,3,93556.33123212116,2,1,0,69038.37379780711,0
1469,28,Male,2,37048.94155329938,3,1,1,55553.79259868776,1
1470,44,Male,3,59308.20758874867,1,1,0,103770.19137855538,1
1471,51,Female,4,45960.97037410059,2,1,0,98397.58686337442,1
1472,33,Female,2,57389.50077103873,2,0,0,180543.4857052495,1
1473,38,Male,3,65572.02861291858,2,0,1,30590.798658833926,0
1474,40,Female,2,38268.278680696334,1,1,0,59495.795922314086,1
1475,32,Female,2,69613.22495200549,1,1,0,51269.30375757382,1
1476,46,Male,1,40154.56034108609,1,1,0,36997.807345831316,1
1477,38,Female,1,61451.14046884049,1,1,0,57798.27209808665,1
1478,44,Female,5,11144.971112586281,1,0,1,135770.65916923856,1
1479,31,Female,2,65263.54619440531,1,1,1,20000.0,1
1480,35,Male,5,32255.29512289035,1,1,0,96056.31949109229,1
1481,47,Male,2,40003.282488815195,2,0,0,163986.54210862392,0
1482,36,Male,1,4861.319737628131,3,1,1,96106.83744452882,1
1483,57,Female,5,45504.84460183789,3,0,0,72360.96913344067,1
1484,36,Female,4,76566.19549905471,1,0,0,89107.40600754415,1
1485,42,Male,3,18671.083632612277,1,1,1,85912.0964814969,1
1486,49,Male,1,53890.62646471552,4,1,1,128521.8846989152,1
1487,25,Female,6,9201.137870703627,1,0,1,79453.85937009336,1
1488,22,Female,2,46998.40468701517,4,0,0,69111.35715759067,1
1489,24,Female,3,67166.82421673194,2,0,0,76233.74045941258,1
1490,52,Female,0,47829.511763248185,3,1,0,200235.16630854656,1
1491,34,Female,3,65610.92046416532,1,0,0,109364.0664914026,1
1492,65,Male,4,39952.51753124254,2,1,1,171351.257088551,1
1493,34,Male,4,101686.93842938438,2,0,0,174098.35717661545,1
1494,41,Male,4,72017.83488508966,1,1,0,105695.35679795679,1
1495,55,Female,0,54189.297926726824,2,1,0,112023.03684217202,1
1496,60,Male,4,84238.5529044052,1,1,0,101236.04434600766,1
1497,60,Male,5,77891.24132258867,1,1,0,137681.73328571807,1
1498,52,Male,3,39251.90375534642,3,1,1,124312.3673667417,1
1499,50,Male,2,60015.756779618554,2,1,1,121397.45643309805,1
1500,45,Female,3,44080.88173024453,1,1,0,96381.23029282635,1
1501,47,Male,5,68372.58194040967,1,1,0,20000.0,1
1502,34,Male,0,81437.4165061145,1,0,1,73037.45007681906,1
1503,31,Female,4,20402.546420518185,1,1,1,93473.5126690508,1
1504,39,Male,1,52382.3153335676,1,0,1,123324.09242857006,1
1505,38,Female,6,79248.9623080973,2,1,0,134357.09421495895,1
1506,35,Female,3,65208.11960230532,2,1,0,20000.0,1
1507,46,Female,4,58550.8375291555,1,0,1,82434.85404744514,1
1508,49,Female,1,71502.37818172842,1,1,0,136130.08761933466,1
1509,40,Male,4,23244.40534709138,1,1,0,86101.9067861051,1
1510,54,Female,6,61364.30834036636,1,1,0,113587.83674340816,1
1511,28,Male,2,74672.08289277909,2,0,0,92387.15620471274,1
1512,38,Male,6,61388.79404200757,3,1,0,49200.666806613284,1
1513,32,Male,4,25611.823915177963,3,1,0,95448.55471433826,1
1514,21,Male,4,42463.27968911621,1,1,0,31068.772914587447,1
1515,39,Female,3,50220.7467382197,1,1,1,152296.80262578244,1
1516,38,Male,3,33616.43374174865,2,1,1,90736.35820075903,0
1517,55,Female,2,31973.3991101237,1,1,0,115886.96559974765,1
1518,46,Male,3,59824.33666710194,1,0,1,30414.17190414344,0
1519,29,Male,3,82948.51528944519,2,1,0,81590.34846668254,1
1520,58,Female,3,12293.197586072805,2,1,1,75165.30994848804,1
1521,52,Male,2,40339.82800729807,1,1,1,84403.76209930409,1
1522,45,Female,2,35552.708976185,1,1,0,72627.79243664812,1
1523,37,Male,5,80020.93958481296,3,0,0,131320.99574522348,0
1524,30,Male,1,64463.668643124984,2,1,0,101744.40803971645,0
1525,36,Male,2,77830.43484869957,3,0,0,103941.75033019265,1
1526,50,Female,6,67716.05557813373,4,0,1,99164.47004918802,0
1527,58,Male,4,73624.8229306781,3,1,1,160703.57912114525,1
1528,55,Male,1,55733.59196257793,3,0,0,31294.087048659305,1
1529,35,Male,3,59516.910114177066,2,0,1,103809.83096975018,1
1530,28,Female,3,60496.346840072336,1,1,1,117430.08312490344,1
1531,41,Female,2,50665.087732706415,1,1,1,121295.11961356134,1
1532,22,Female,1,50101.56487331902,1,0,1,20000.0,1
1533,43,Male,4,59498.29131651375,1,1,0,61886.976081987625,1
1534,38,Female,5,58991.33856888019,1,1,0,104222.99115572235,1
1535,35,Female,2,54226.55164305601,3,0,0,127125.76448405164,1
1536,24,Female,1,53614.636132442305,1,1,0,20000.0,1
1537,45,Female,4,64237.5185616873,2,1,0,76325.1561986553,0
1538,34,Female,3,47448.38950505387,3,1,0,132339.6515490044,0
1539,28,Male,5,25585.598058434767,1,1,0,137889.81291218117,1
1540,18,Female,2,54116.94907901558,1,1,0,129965.92216789046,1
1541,39,Female,1,32038.813001582585,3,0,1,110436.83618457799,0
1542,57,Male,2,70773.12268394994,1,1,1,131345.73223857806,1
1543,56,Male,1,38260.74154235058,1,1,0,137820.51883834202,1
1544,35,Female,7,39992.76242941768,1,1,0,142186.3125462825,1
1545,33,Male,2,58297.99522104645,1,1,1,162812.0083248655,0
1546,44,Female,6,49766.074870948214,2,1,0,104180.62484481167,1
1547,30,Male,3,73648.09611569093,2,1,0,152245.3108426968,1
1548,43,Male,1,45817.36002837524,1,1,0,92320.29681108204,1
1549,47,Male,4,44116.07187399073,2,0,1,97172.49151324446,1
1550,52,Male,7,34735.553938864,1,0,0,167700.06350864714,1
1551,38,Male,0,26293.606046445195,1,0,0,189351.9054452685,1
1552,37,Male,5,39472.59429358935,2,1,0,108952.20987545227,1
1553,31,Female,3,58229.38913021082,2,1,1,126017.9285379109,0
1554,31,Female,5,75671.2245568652,1,1,1,22523.535172689022,1
1555,37,Male,3,67021.5279820805,2,1,0,88035.64732998185,1
1556,43,Female,2,38591.0546165126,3,0,0,125323.11701947429,0
1557,49,Female,3,53244.363142124384,3,1,0,94876.3339573326,1
1558,31,Female,2,50561.21552492905,2,0,0,102109.04952386278,1
1559,54,Female,5,73173.74854521925,1,0,0,106021.00874427287,1
1560,37,Male,3,76309.39198184927,2,1,0,135316.79040385518,1
1561,39,Male,4,11064.745466910237,1,0,0,37164.84336612073,1
1562,32,Male,2,77866.7587434921,1,1,0,167459.72450355493,1
1563,18,Male,1,18609.091149643515,3,1,0,139019.4025673148,1
1564,48,Female,5,55462.26650173461,3,1,0,110045.81126498387,1
1565,47,Male,4,8201.121631241811,1,1,0,100077.80529821651,1
1566,37,Female,5,70311.80005503738,1,1,0,51349.06884345272,1
1567,40,Female,5,43229.58872819339,2,1,1,102464.9942303629,1
1568,45,Female,3,63530.7267467755,3,0,0,42703.66404594502,1
1569,24,Female,5,44236.51503510359,2,1,1,159936.72976913053,1
1570,34,Male,2,69428.64541650769,3,1,0,133986.61859112134,0
1571,47,Female,1,16663.531946161056,3,1,0,115302.33606724467,1
1572,27,Male,3,62198.00835782923,2,1,1,50732.36054837038,0
1573,42,Female,6,58338.373613229254,2,1,1,48053.61087086767,0
1574,26,Female,4,57499.85447813579,2,1,0,55687.9227032936,0
1575,44,Female,1,60270.902497131356,2,1,0,91877.50757273342,1
1576,39,Male,6,72699.55923972311,2,0,0,156206.4448646055,1
1577,23,Female,3,69736.69728208185,2,0,0,129132.29587663141,1
1578,51,Male,2,21771.080871979397,2,0,0,122845.18774088856,0
1579,32,Male,0,52294.59553666424,2,0,0,90285.74855320818,1
1580,31,Female,4,57105.778415237306,2,0,0,94526.18111792274,1
1581,42,Male,1,48674.90085853799,1,1,0,121882.32656407804,1
1582,51,Female,4,53094.705677725295,2,1,0,101069.83899118312,1
1583,29,Male,2,59560.12999714783,1,1,0,108311.07892446214,1
1584,40,Female,6,65140.92632351653,1,0,0,43618.19376917581,1
1585,44,Male,2,61406.88093134518,3,0,0,170248.62563833618,1
1586,46,Female,2,67275.91457670034,1,0,0,48668.4361834274,1
1587,41,Female,6,89385.8124751796,2,1,0,109659.9365669037,1
1588,36,Female,5,45854.61828901547,2,0,0,98738.38717935006,1
1589,31,Male,1,47316.443282028755,2,0,1,127793.12246932962,1
1590,40,Female,4,64062.023224242366,1,1,0,128438.27826436359,1
1591,29,Male,1,49913.60772552621,1,1,1,151649.6375237936,1
1592,18,Male,4,43227.25035372165,1,1,0,74084.13364965202,1
1593,44,Male,3,40905.948185712434,1,1,0,146164.2839153929,1
1594,49,Female,3,62568.7520520602,1,1,1,102813.47968704089,1
1595,18,Male,3,59047.46145717905,2,1,0,126674.15573573823,1
1596,29,Female,1,87309.36930776486,1,0,0,144240.19785957475,1
1597,46,Female,3,29508.435834951495,4,0,0,117245.68019819557,1
1598,60,Male,2,29986.912997538166,2,0,0,39447.50000114952,1
1599,40,Female,3,51331.16975427171,2,1,0,110575.97942546371,1
1600,32,Male,3,34314.31344176414,2,1,0,133533.92521181703,1
1601,38,Female,1,14379.217998950779,1,1,0,105135.59681854724,1
1602,53,Male,3,41565.93639715051,1,1,1,150649.59132921117,0
1603,33,Female,4,93264.8655903133,3,0,1,111179.00351735829,0
1604,32,Male,3,99736.56896418576,2,0,0,145874.3208034371,1
1605,35,Male,4,60840.04867127601,2,1,0,96349.38987428001,1
1606,30,Male,4,27728.654322943865,4,0,0,147196.5858724556,1
1607,41,Male,2,34368.57337130242,2,1,0,82330.72464368826,1
1608,56,Male,2,51852.95621391887,1,0,0,106645.76411801795,1
1609,43,Male,0,39917.286834435865,1,1,0,55954.57640216664,1
1610,37,Male,2,53269.1780829363,1,1,0,92405.54120089812,1
1611,37,Female,4,50866.01174963752,3,1,0,109425.54223994627,1
1612,24,Female,3,25510.725018377496,1,1,1,38462.50793324156,1
1613,48,Female,2,49020.26174159176,1,1,0,156265.50536504312,1
1614,39,Female,6,59259.86636949582,3,1,1,107643.22385114168,0
1615,38,Female,1,42521.84604381012,1,0,0,127262.15352180452,1
1616,71,Female,2,68932.3571436012,1,1,1,98469.30889144415,1
1617,42,Male,6,51114.58952654439,3,0,1,79980.51202376728,1
1618,32,Female,1,47394.26336009946,2,1,0,20000.0,1
1619,35,Male,2,51238.53947699157,2,1,0,127531.85721823946,1
1620,51,Female,5,39176.82652853905,1,0,0,147386.183329641,1
1621,41,Female,3,58116.66996824514,2,0,1,102894.56435477757,1
1622,25,Male,7,32851.770547545515,3,0,0,49217.489295953426,1
1623,49,Female,2,97774.76661700747,2,0,0,144494.11139641696,1
1624,33,Male,2,90576.68799448467,2,1,0,147684.169136133,1
1625,58,Male,1,48457.844037837975,1,0,0,112491.91017653776,1
1626,50,Male,0,61390.505105964694,3,0,0,125001.57812994612,1
1627,35,Female,2,62045.74067785352,2,1,0,157677.9019680717,1
1628,52,Female,2,61893.29853087502,3,0,1,125600.95128169248,1
1629,40,Female,4,63697.43027807733,1,0,0,132726.9417238033,1
1630,48,Male,1,65128.16200046386,2,0,1,164213.71994611205,1
1631,44,Female,6,63866.674282512715,3,0,0,115843.60170626687,1
1632,31,Female,3,34286.91341469401,1,0,0,56229.67655452991,1
1633,33,Male,6,58899.36789521959,4,1,0,209151.00137799536,1
1634,50,Female,5,35107.71242756203,1,0,1,151357.17721941296,0
1635,36,Male,1,60464.18658250401,1,0,0,146367.4729922192,1
1636,35,Male,3,68724.27203760782,3,1,0,83573.49122343917,0
1637,30,Male,5,57500.79403058807,1,0,0,108534.40629611578,1
1638,44,Female,1,64969.596190257114,2,1,0,44063.14045535983,1
1639,60,Male,4,54395.15133210347,1,0,1,85812.003690803,1
1640,29,Male,3,86983.59438752658,2,1,0,87794.59395862948,1
1641,40,Male,1,58212.455547426995,2,1,1,83085.406417053,0
1642,54,Male,2,31627.62235498443,1,1,0,41408.0641003013,1
1643,39,Male,3,40273.68951256602,1,1,0,46146.32602608844,1
1644,44,Male,2,58689.90076964756,3,1,0,126937.56204659693,0
1645,29,Female,3,76251.9591554684,3,1,0,114719.58822995781,1
1646,44,Male,3,58039.103099347005,3,1,1,149950.85801610496,1
1647,38,Female,3,54516.58450056405,1,1,0,65280.3679655681,1
1648,49,Female,3,27641.413362082887,2,0,0,118525.34276787064,1
1649,51,Male,2,87924.02549526311,4,1,0,97493.1065580907,1
1650,65,Male,1,23442.92474749407,1,1,0,101248.37587306768,1
1651,45,Female,1,19086.816627183583,3,0,0,71701.0403717136,1
1652,43,Male,4,40595.50344382161,1,1,1,27041.341549094635,1
1653,41,Male,2,61851.7131919818,2,1,1,105184.04616582968,1
1654,36,Male,1,41999.558213866614,1,1,1,64560.331046373205,1
1655,43,Female,2,37674.50150475817,2,1,1,64952.62531994328,0
1656,37,Female,4,33553.2642141209,1,0,0,84714.97306356236,1
1657,41,Female,1,85354.15771765303,1,0,0,124763.37940662788,1
1658,53,Female,4,56705.37543987947,1,1,1,33795.57801841806,0
1659,29,Male,3,67921.47978762651,1,1,1,93370.13614220856,1
1660,51,Male,3,91144.35310396372,1,0,0,38744.05000576168,1
1661,53,Male,2,90503.06609078498,1,1,1,136529.6235856565,1
1662,38,Male,1,32032.05697083595,3,0,0,162474.39268832127,1
1663,18,Male,3,54993.29353465388,1,1,0,130711.65063843003,1
1664,33,Male,0,65748.41945732689,3,1,0,142246.23593933572,1
1665,52,Male,2,52167.24577315459,1,1,1,208385.99032789274,0
1666,39,Male,4,36484.848217975465,1,1,1,20000.0,1
1667,30,Male,1,0.0,1,1,1,108953.53167965691,1
1668,34,Female,0,76916.7254962643,3,1,1,95123.84822490189,1
1669,48,Female,0,86968.13196720352,3,1,0,116867.93512514839,1
1670,45,Female,4,64733.33642448793,1,0,0,78260.33099476952,1
1671,37,Male,1,49526.97630762651,1,1,0,111203.28365296124,1
1672,36,Male,3,38944.60490849691,2,1,0,126088.72630083493,1
1673,36,Male,4,52592.003371176106,1,1,1,120715.13444066801,0
1674,30,Male,1,76716.40204031015,3,1,0,39521.57175223563,1
1675,56,Male,3,61030.297007909234,2,1,1,135579.68334440078,1
1676,36,Female,2,6469.274606563566,3,1,1,74429.69860709817,1
1677,52,Female,3,82070.36874142823,1,1,1,80224.02706704146,0
1678,55,Male,2,63570.1284006543,1,0,1,77139.87549899015,0
1679,49,Male,2,28559.468372212323,3,1,0,124587.25530980187,1
1680,35,Male,2,61832.05573886457,1,0,0,38745.703930380754,1
1681,44,Male,2,54158.2988567655,1,0,0,149481.51101422688,1
1682,39,Male,4,54085.1319300407,2,1,0,188307.75633248538,1
1683,30,Male,3,29839.810551879134,1,0,0,95230.42093510117,1
1684,43,Male,2,44775.48850376384,3,1,0,53732.02453559468,1
1685,28,Male,3,17761.621635760708,4,1,0,31382.342392916296,1
1686,51,Male,4,74520.20510481768,1,1,0,94357.69578879146,1
1687,35,Male,4,32859.693567535585,1,1,1,80284.9974190068,1
1688,42,Male,3,72444.63692804263,1,1,1,132736.66828146836,0
1689,42,Female,5,62289.08000916806,1,1,0,142961.25847222333,1
1690,37,Male,0,42079.3072844651,1,0,0,44802.2262858247,1
1691,45,Female,1,35028.91942999499,1,1,0,91351.86609122095,1
1692,35,Female,2,54188.22118355491,1,0,0,67625.43394140765,1
1693,48,Female,4,71699.00814413893,2,1,1,110427.47390646112,1
